minute,gpu_util,cpu_util,mem_pressure,temperature,ecc_event,network_state,throughput_factor,recovery_loss_potential,latent_risk_score,warning_window,gpu_util_mean_15m,gpu_util_mean_60m,gpu_util_mean_180m,gpu_util_std_60m,temp_mean_15m,temp_mean_60m,temp_mean_180m,temp_std_60m,mem_mean_60m,throughput_mean_60m,ecc_count_15m,ecc_count_60m,ecc_count_180m,degraded_mins_60m,severe_mins_180m,temp_delta_60m,gpu_delta_30m,mins_above_90_gpu_180m,mins_above_85_temp_180m
3118,57.94,32.76,31.56,72.27,0,1.0,57.94,24,0.9349739671545172,1,65.24600000000001,59.826,60.27122222222222,20.614792302977833,81.69266666666667,80.13133333333333,77.57894444444445,20.01512110301518,61.8945,59.826,0.0,4.0,10.0,0.0,50.0,11.29,-2.25,22.0,62.0
3119,31.44,59.04,56.04,73.81,0,1.0,31.44,25,0.9349739671545172,1,60.824,59.3525,60.11455555555556,20.93797228660348,80.11666666666666,80.1335,77.53666666666666,20.014417923849557,61.8265,59.3525,0.0,4.0,10.0,0.0,50.0,0.12999999999999545,-32.14,22.0,62.0
3120,96.61,46.37,94.52,93.76,0,1.0,96.61,26,0.9415619582084592,1,62.339333333333336,59.94683333333333,60.37511111111111,21.483102424981798,79.29533333333333,80.26433333333334,77.79488888888889,20.078374011305176,62.37283333333333,59.94683333333333,0.0,4.0,10.0,0.0,50.0,7.8500000000000085,34.88,23.0,63.0
3121,32.95,36.75,72.34,73.31,0,1.0,32.95,27,0.9415619582084592,1,58.464000000000006,58.9825,60.214444444444446,21.372560947174236,77.85866666666666,80.29466666666667,77.74622222222223,20.06626467116163,61.967333333333336,58.9825,0.0,4.0,10.0,0.0,50.0,1.8200000000000074,-36.989999999999995,23.0,63.0
3122,55.97,68.99,64.74,96.23,1,1.0,55.97,28,0.945309545668171,1,56.10733333333334,59.21,60.17088888888889,21.264566771980075,77.23866666666666,80.95583333333335,77.69055555555556,19.924014833622202,62.27016666666667,59.21,1.0,5.0,11.0,0.0,50.0,39.67,12.619999999999997,23.0,63.0
3123,45.95,61.29,62.58,75.78,0,1.0,45.95,29,0.945309545668171,1,56.13066666666667,58.75516666666667,60.237611111111114,21.25124143864577,77.41799999999999,81.19633333333333,77.78527777777776,19.769839120995865,62.27466666666667,58.75516666666667,1.0,5.0,11.0,0.0,50.0,14.43,5.780000000000001,23.0,63.0
3124,93.03,63.23,95.73,81.69,0,1.0,93.03,30,0.950340293854224,1,55.97666666666667,59.13099999999999,60.51855555555556,21.657627904289914,75.76133333333334,81.36549999999998,77.95394444444445,19.729195300452375,62.6865,59.131,1.0,5.0,11.0,0.0,50.0,10.149999999999991,13.11,24.0,63.0
3125,72.14,68.91,40.28,98.1,0,1.0,72.14,31,0.9545066399887396,1,58.645999999999994,59.68150000000001,60.516222222222225,21.559664380976294,77.612,82.08616666666667,78.22311111111111,19.53335609440264,62.26916666666667,59.6815,1.0,5.0,11.0,0.0,50.0,43.239999999999995,27.189999999999998,24.0,64.0
3126,93.34,60.53,94.39,101.06,0,1.0,93.34,32,0.9607624124398711,1,61.748000000000005,60.66616666666666,60.81816666666667,21.72743185988595,80.68066666666667,82.306,78.4083888888889,19.673272775390412,62.72933333333333,60.66616666666666,1.0,5.0,11.0,0.0,50.0,13.189999999999998,56.88,25.0,65.0
3127,55.81,64.02,41.78,104.53,0,1.0,55.81,33,0.9657018821442774,1,61.02066666666666,60.08883333333333,60.909055555555554,21.380056927170195,83.32133333333333,82.55833333333334,78.73694444444445,19.861863992156938,61.98233333333334,60.08883333333333,1.0,5.0,11.0,0.0,50.0,15.14,-34.42,25.0,66.0
3128,79.07,66.34,78.6,87.97,0,1.0,79.07,34,0.9694429842621144,1,61.1,60.7125,60.99783333333334,21.378850520462265,81.58466666666666,83.17433333333334,78.89594444444445,19.435397670201464,62.37416666666666,60.7125,1.0,5.0,11.0,0.0,50.0,36.96,32.459999999999994,25.0,67.0
3129,56.88,60.97,48.88,94.3,0,1.0,56.88,35,0.9748683649720792,1,62.414,60.82216666666667,60.76383333333333,21.341376227736195,83.19333333333334,83.55816666666666,79.00533333333334,19.423720383363122,62.5105,60.82216666666667,1.0,5.0,10.0,0.0,50.0,23.03,-37.449999999999996,24.0,68.0
3130,43.23,64.69,34.8,92.21,0,1.0,43.23,36,0.9828382435424818,1,61.108,60.407333333333334,60.741388888888885,21.438800076043517,84.454,83.40183333333333,79.099,19.313565399644116,62.0975,60.407333333333334,1.0,5.0,10.0,0.0,50.0,-9.38000000000001,-55.76,24.0,69.0
3131,59.65,51.31,51.69,80.42,0,1.0,59.65,37,0.9828382435424818,1,61.61466666666667,60.88333333333333,60.72988888888889,21.091077611214136,85.52266666666667,83.37016666666666,79.14716666666666,19.31692658044045,62.4185,60.88333333333333,1.0,5.0,10.0,0.0,50.0,-1.8999999999999915,17.82,24.0,69.0
3132,47.99,64.16,37.44,61.95,0,1.0,47.99,38,0.9828382435424818,1,61.46666666666667,61.15916666666667,60.68022222222221,20.805777741516337,85.826,83.42233333333334,79.07644444444445,19.253626149040297,61.82416666666666,61.15916666666667,1.0,5.0,10.0,0.0,50.0,3.1300000000000026,-2.299999999999997,24.0,69.0
3133,53.98,46.16,31.5,58.07,0,1.0,53.98,39,0.9828382435424818,1,61.202666666666666,60.407000000000004,60.70977777777778,20.217995114270764,84.87933333333334,82.468,78.983,19.063418495793588,60.856,60.407000000000004,1.0,5.0,10.0,0.0,50.0,-57.26,22.689999999999998,24.0,69.0
3134,65.49,55.85,41.76,90.89,0,1.0,65.49,40,0.986220097711218,1,63.47266666666667,60.22833333333333,60.73816666666667,20.12312062319902,86.018,81.90466666666666,78.99883333333332,18.277806164638378,60.898166666666675,60.22833333333333,1.0,5.0,10.0,0.0,50.0,-33.8,-32.28,24.0,69.0
3135,41.17,50.82,72.36,68.79,0,1.0,41.17,41,0.986220097711218,1,59.776666666666664,60.2875,60.56433333333333,20.06064209941139,84.35333333333332,81.90283333333333,78.73872222222222,18.279138159009587,61.2535,60.2875,1.0,5.0,9.0,0.0,50.0,-0.10999999999999943,-32.709999999999994,24.0,68.0
3136,92.23,63.84,91.76,83.02,0,1.0,92.23,42,0.9895149296348732,1,63.72866666666667,60.515166666666666,60.74805555555555,20.34711319145758,85.00066666666666,81.52983333333333,78.85622222222221,18.018008928138133,62.2045,60.515166666666666,1.0,5.0,9.0,0.0,50.0,-22.38000000000001,1.1500000000000057,25.0,68.0
3137,74.24,59.44,39.77,101.1,0,1.0,74.24,43,0.9964195019410592,1,64.94666666666667,60.845000000000006,60.76183333333333,20.40744019357243,85.32533333333335,81.83466666666666,79.06222222222222,18.193893226422585,62.187333333333335,60.845000000000006,0.0,5.0,9.0,0.0,50.0,18.289999999999992,-17.08,25.0,69.0
3138,75.88,63.21,79.73,106.41,0,1.0,75.88,44,1.003827478075061,1,66.942,61.16283333333333,60.810833333333335,20.49185957362847,87.36733333333333,82.29683333333334,79.26644444444445,18.462617521209328,62.412000000000006,61.16283333333333,0.0,5.0,9.0,0.0,49.0,27.72999999999999,30.279999999999994,25.0,70.0
3139,92.37,40.28,95.5,59.78,0,1.0,92.37,1,0.0066776562425591,0,66.898,62.15866666666667,61.013555555555556,20.533046986043523,85.90666666666667,82.25083333333333,79.1018888888889,18.516037418051116,63.441833333333335,62.15866666666667,0.0,5.0,9.0,0.0,48.0,-2.759999999999998,-2.969999999999999,26.0,69.0
3140,43.82,48.49,65.76,86.84,0,1.0,43.82,2,0.0116720199016877,0,65.01,62.0035,60.823833333333326,20.63734494033664,85.156,82.21416666666667,79.14877777777778,18.504539918594908,63.651666666666664,62.0035,0.0,5.0,9.0,0.0,47.0,-2.200000000000003,11.719999999999999,26.0,70.0
3141,31.79,34.15,62.61,51.64,0,1.0,31.79,3,0.0116720199016877,0,60.906666666666666,61.43083333333333,60.73538888888889,20.993980436020717,81.86133333333332,82.21499999999999,78.94338888888889,18.50313848778924,63.525499999999994,61.43083333333333,0.0,5.0,9.0,0.0,46.0,0.04999999999999716,-15.020000000000003,26.0,69.0
3142,92.76,40.9,87.14,88.91,0,1.0,92.76,4,0.0190327588384063,0,63.37,62.155166666666666,60.71405555555556,21.315612841745992,80.82,82.30833333333334,78.94572222222222,18.522868702545882,64.45383333333334,62.155166666666666,0.0,5.0,9.0,0.0,45.0,5.599999999999994,26.040000000000006,26.0,69.0
3143,73.1,38.65,48.74,39.03,0,1.0,73.1,5,0.0190327588384063,0,62.972,62.826499999999996,60.88972222222223,21.00813472992083,77.55733333333333,81.79466666666667,78.8335,19.285840987596895,64.1205,62.8265,0.0,5.0,9.0,0.0,44.0,-30.819999999999993,-4.780000000000001,26.0,69.0
3144,49.37,22.61,53.93,50.5,0,1.0,49.37,6,0.0190327588384063,0,62.471333333333334,62.49783333333333,60.98983333333334,21.062669369970607,74.63733333333333,81.9035,78.79072222222223,19.08616331050472,63.894666666666666,62.49783333333333,0.0,5.0,9.0,0.0,43.0,6.530000000000001,12.199999999999996,26.0,69.0
3145,32.99,38.53,39.75,57.71,0,1.0,32.99,7,0.0190327588384063,0,61.788666666666664,62.497499999999995,60.76305555555556,21.063144100698192,72.33733333333333,81.51016666666668,78.79344444444445,19.340090397459964,63.86666666666667,62.497499999999995,0.0,5.0,9.0,0.0,42.0,-23.6,-29.83,26.0,69.0
3146,48.75,26.61,41.86,53.33,0,1.0,48.75,8,0.0190327588384063,0,61.062000000000005,62.268166666666666,60.77572222222222,21.137782181794034,70.53133333333334,80.89000000000001,78.62977777777778,19.639899806434393,63.602333333333334,62.268166666666666,0.0,5.0,9.0,0.0,41.0,-37.21000000000001,-3.299999999999997,26.0,69.0
3147,62.29,65.82,32.92,62.89,0,1.0,62.29,9,0.0190327588384063,0,62.01533333333334,62.114000000000004,60.59777777777778,21.102715641775227,70.594,80.47283333333333,78.5785,19.753545752655697,63.5185,62.114000000000004,0.0,5.0,9.0,0.0,40.0,-25.03,12.079999999999998,25.0,69.0
3148,40.32,27.48,55.46,51.81,0,1.0,40.32,10,0.0190327588384063,0,61.10466666666666,61.782833333333336,60.5585,21.288513740040305,70.17666666666668,79.65283333333333,78.34883333333333,19.907153308625247,63.391666666666666,61.78283333333333,0.0,5.0,9.0,0.0,39.0,-49.2,-17.619999999999997,25.0,68.0
3149,46.21,56.19,70.94,62.65,0,1.0,46.21,11,0.0190327588384063,0,59.81933333333333,61.49333333333334,60.584444444444436,21.381562996146705,68.29400000000001,79.25283333333331,78.1985,20.005052928788203,63.76016666666667,61.49333333333333,0.0,5.0,9.0,0.0,38.0,-24.000000000000007,14.77,25.0,67.0
3150,76.67,51.91,31.35,82.82,0,1.0,76.67,12,0.0190327588384063,0,62.186,61.742333333333335,60.738277777777775,21.471170293798814,69.22933333333334,78.71466666666667,78.2641111111111,19.45073624737566,63.23916666666666,61.742333333333335,0.0,5.0,9.0,0.0,37.0,-32.290000000000006,-19.939999999999998,25.0,67.0
3151,54.28,29.35,64.94,64.18,0,1.0,54.28,13,0.0190327588384063,0,59.656,61.48133333333333,60.67244444444445,21.465011140850454,67.97333333333333,78.13216666666666,78.13944444444445,19.352068000706183,63.086333333333336,61.48133333333333,0.0,5.0,9.0,0.0,36.0,-34.94999999999999,21.33,25.0,66.0
3152,37.2,37.45,59.29,93.47,0,1.0,37.2,14,0.0225741887570384,0,57.18666666666666,61.37883333333333,60.566500000000005,21.567498703158243,67.46466666666667,79.08833333333334,78.1693888888889,18.64446136384809,62.75750000000001,61.37883333333333,0.0,5.0,9.0,0.0,35.0,57.37,-18.769999999999996,25.0,66.0
3153,44.01,21.96,30.69,68.23,0,1.0,44.01,15,0.0225741887570384,0,55.062,61.44283333333333,60.506,21.509114748401085,64.91933333333333,78.69516666666667,78.13494444444444,18.620142955964823,62.14016666666667,61.44283333333333,0.0,5.0,9.0,0.0,34.0,-23.58999999999999,-1.9400000000000048,25.0,66.0
3154,38.15,59.01,63.75,29.54,0,1.0,38.15,16,0.0225741887570384,0,51.44733333333333,60.74666666666667,60.35361111111112,21.576804295720382,62.90333333333333,77.674,77.87194444444444,19.59884467366314,62.65366666666667,60.74666666666667,0.0,5.0,9.0,0.0,33.0,-61.27,-54.88,25.0,66.0
3155,74.01,61.19,33.99,102.84,0,1.0,74.01,17,0.0284140463060802,0,53.46000000000001,61.231,60.53944444444445,21.542334017354115,63.97,78.33600000000001,78.05233333333334,19.768997316891305,61.93083333333333,61.231,0.0,5.0,9.0,0.0,32.0,39.720000000000006,1.8700000000000045,25.0,67.0
3156,35.21,26.78,70.68,55.93,0,1.0,35.21,18,0.0284140463060802,0,53.687999999999995,61.210166666666666,60.54783333333334,21.567285763998832,64.256,78.03816666666667,78.05116666666666,19.972062393326812,62.02633333333333,61.210166666666666,0.0,4.0,9.0,0.0,31.0,-17.869999999999997,-58.13,25.0,67.0
3157,50.57,37.28,41.11,63.93,0,1.0,50.57,19,0.0284140463060802,0,50.87533333333333,60.54916666666667,60.629,21.26848876972741,62.59066666666667,77.60916666666667,77.93983333333334,19.99441093869264,61.17883333333334,60.54916666666667,0.0,3.0,9.0,0.0,30.0,-25.740000000000002,-5.240000000000002,25.0,67.0
3158,30.06,23.18,61.16,73.46,0,1.0,30.06,20,0.0284140463060802,0,48.00599999999999,60.27333333333333,60.56305555555555,21.557684592083397,64.88600000000001,76.97066666666666,77.97333333333333,19.490373014028993,60.8935,60.27333333333333,0.0,2.0,9.0,0.0,29.0,-38.31,-49.00999999999999,25.0,67.0
3159,71.03,48.81,34.62,70.0,0,1.0,71.03,21,0.0284140463060802,0,49.45,59.885,60.52055555555556,21.13960589245065,66.186,76.52283333333334,77.92877777777777,19.33345971929274,60.047333333333334,59.885,0.0,2.0,9.0,0.0,28.0,-26.870000000000005,14.149999999999999,25.0,67.0
3160,60.02,56.58,32.83,69.78,0,1.0,60.02,22,0.0284140463060802,0,51.251999999999995,59.235499999999995,60.67038888888889,20.506964292442806,66.99066666666667,76.11833333333333,77.81983333333334,19.214059221086345,59.157333333333334,59.235499999999995,0.0,1.0,9.0,0.0,27.0,-24.269999999999996,16.790000000000006,25.0,66.0
3161,34.91,54.53,71.14,84.43,0,1.0,34.91,23,0.0284140463060802,0,50.32933333333333,59.12016666666667,60.354,20.625629892110606,69.06400000000001,76.57883333333334,77.87772222222222,19.073802434066106,59.08683333333333,59.12016666666667,0.0,1.0,9.0,0.0,26.0,27.63000000000001,-24.740000000000002,24.0,66.0
3162,34.37,58.1,38.97,35.91,0,1.0,34.37,24,0.0284140463060802,0,48.467999999999996,58.85483333333333,60.324944444444455,20.842408973920392,67.26533333333333,76.1785,77.56744444444445,19.671859263028686,58.612833333333334,58.85483333333333,0.0,1.0,9.0,0.0,25.0,-24.020000000000003,-13.620000000000005,24.0,65.0
3163,30.98,43.65,68.43,43.5,0,1.0,30.98,25,0.0284140463060802,0,47.845333333333336,58.849666666666664,60.26305555555556,20.84939514357926,66.71133333333334,75.865,77.3581111111111,20.043001610520385,58.684666666666665,58.849666666666664,0.0,1.0,9.0,0.0,24.0,-18.810000000000002,-22.999999999999996,24.0,65.0
3164,44.39,22.78,63.8,67.58,0,1.0,44.39,26,0.0284140463060802,0,47.724000000000004,57.96,60.30166666666666,20.29191147197425,67.03999999999999,75.36716666666666,77.35627777777778,19.867975943898895,58.2325,57.96,0.0,1.0,9.0,0.0,23.0,-29.870000000000005,-21.099999999999994,24.0,65.0
3165,91.77,58.71,86.39,101.5,0,1.0,91.77,27,0.0359741400856834,0,48.73066666666667,58.25816666666666,60.520611111111116,20.657938146057244,68.28533333333333,75.29083333333332,77.48427777777778,19.756461658401474,58.71083333333333,58.25816666666666,0.0,1.0,9.0,0.0,22.0,-4.579999999999998,50.599999999999994,25.0,66.0
3166,65.93,21.21,47.07,73.06,0,1.0,65.93,28,0.0359741400856834,0,49.507333333333335,57.839000000000006,60.34261111111111,20.231422254519764,68.87733333333333,74.92750000000001,77.49266666666666,19.590231275834352,57.9185,57.839000000000006,0.0,1.0,9.0,0.0,21.0,-21.799999999999997,-26.299999999999997,24.0,66.0
3167,37.41,54.54,31.07,55.99,0,1.0,37.41,29,0.0359741400856834,0,49.52133333333334,56.9405,60.00072222222223,19.91390149185033,66.37866666666667,74.10183333333335,77.3811111111111,19.320694489716768,56.98616666666667,56.94050000000001,0.0,1.0,8.0,0.0,20.0,-49.54,-36.83,23.0,66.0
3168,53.87,53.75,68.69,70.33,0,1.0,53.87,30,0.0359741400856834,0,50.17866666666667,57.07833333333333,59.897833333333324,19.862632505700173,66.51866666666666,74.05583333333334,77.23794444444444,19.326429106424442,57.224000000000004,57.07833333333333,0.0,1.0,8.0,0.0,19.0,-2.760000000000005,-22.009999999999998,23.0,65.0
3169,38.28,61.01,70.17,65.73,0,1.0,38.28,31,0.0359741400856834,0,50.18733333333333,56.12733333333333,59.71677777777778,19.359263614187814,68.93133333333334,73.37566666666666,77.2683888888889,18.876710461653726,56.74783333333333,56.12733333333334,0.0,1.0,8.0,0.0,18.0,-40.81,-54.09,23.0,65.0
3170,51.03,44.29,76.47,31.25,0,1.0,51.03,32,0.0359741400856834,0,48.65533333333333,56.442833333333326,59.651611111111116,19.11374597132905,64.15866666666666,72.72416666666666,76.98538888888889,19.642297432997175,56.858666666666664,56.442833333333326,0.0,1.0,8.0,0.0,17.0,-39.09,7.210000000000001,23.0,65.0
3171,79.98,45.7,38.36,81.98,0,1.0,79.98,33,0.0359741400856834,0,51.64,56.995666666666665,59.83461111111111,19.309105199770887,65.89533333333333,73.17333333333335,77.15727777777778,19.538685196528434,56.785,56.995666666666665,0.0,1.0,8.0,0.0,16.0,26.950000000000003,48.190000000000005,23.0,65.0
3172,92.86,33.66,86.39,109.12,0,1.0,92.86,34,0.0406149989184206,0,54.45933333333333,57.431333333333335,59.95861111111112,19.82035868825469,68.908,73.91000000000001,77.32677777777779,20.048812298394918,57.0995,57.431333333333335,0.0,1.0,8.0,0.0,15.0,44.2,0.09999999999999432,24.0,66.0
3173,35.22,38.12,44.97,58.43,0,1.0,35.22,35,0.0406149989184206,0,54.803333333333335,56.72033333333333,59.77827777777778,19.839531925064406,67.906,72.9835,77.2985,19.439018844686263,56.90916666666667,56.72033333333333,0.0,1.0,8.0,0.0,14.0,-55.589999999999996,-37.879999999999995,24.0,66.0
3174,37.3,64.75,37.63,57.22,0,1.0,37.3,36,0.0406149989184206,0,52.55466666666666,56.7225,59.57022222222222,19.83736763436664,67.054,72.76766666666666,77.10549999999999,19.542404512349382,57.00866666666668,56.7225,0.0,1.0,8.0,0.0,13.0,-12.950000000000003,-12.07,24.0,65.0
3175,49.02,48.79,61.17,55.2,0,1.0,49.02,37,0.0406149989184206,0,51.82133333333333,56.4925,59.50905555555555,19.84547214934703,66.08200000000001,72.466,76.92238888888889,19.67330990738122,57.33083333333333,56.4925,0.0,1.0,8.0,0.0,12.0,-18.099999999999994,16.03,24.0,64.0
3176,67.3,26.66,40.02,65.92,0,1.0,67.3,38,0.0406149989184206,0,53.98066666666667,56.74666666666667,59.64644444444444,19.88522717715354,64.848,72.49150000000002,76.97233333333334,19.663653799909913,57.138999999999996,56.74666666666667,0.0,1.0,8.0,0.0,11.0,1.5300000000000011,18.549999999999997,24.0,64.0
3177,48.93,66.51,44.27,83.34,0,1.0,48.93,39,0.0406149989184206,0,54.95133333333333,56.72533333333333,59.51605555555555,19.893043794563702,68.01,72.92383333333332,76.93416666666667,19.6113160944084,56.937999999999995,56.72533333333333,0.0,1.0,8.0,0.0,10.0,25.940000000000005,-13.36,24.0,63.0
3178,97.56,60.54,88.83,91.23,0,1.0,97.56,40,0.0483585215394045,0,59.39,57.385666666666665,59.80272222222223,20.579770581207676,71.19200000000001,73.23983333333334,76.95788888888889,19.75284416265476,57.892500000000005,57.385666666666665,0.0,1.0,8.0,0.0,9.0,18.960000000000008,57.24,25.0,63.0
3179,93.39,33.58,92.84,63.66,0,1.0,93.39,41,0.0530528323320378,0,62.656666666666666,58.418166666666664,60.07294444444445,20.808758544784464,70.93066666666667,73.07066666666667,77.06283333333334,19.791304105391596,58.505833333333335,58.418166666666664,0.0,1.0,8.0,0.0,8.0,-10.150000000000006,47.18,26.0,63.0
3180,59.02,33.58,51.26,51.8,0,1.0,59.02,42,0.0530528323320378,0,60.473333333333336,57.79166666666667,59.99644444444445,20.19626472988378,67.61733333333333,72.37133333333333,76.94833333333334,19.78918386877261,57.78483333333334,57.791666666666664,0.0,1.0,8.0,0.0,7.0,-41.96000000000001,-17.65,26.0,63.0
3181,39.16,49.25,50.41,89.92,0,1.0,39.16,43,0.0600180373136174,0,58.68866666666666,57.89516666666667,59.78866666666667,20.082391856639372,68.74133333333334,72.64816666666667,77.05894444444445,19.918296034573434,57.419333333333334,57.89516666666667,0.0,1.0,8.0,0.0,6.0,16.61,-15.120000000000005,26.0,64.0
3182,76.09,30.7,71.37,50.51,0,1.0,76.09,44,0.0600180373136174,0,61.26733333333333,58.2305,59.99744444444445,20.21722880178508,68.376,71.88616666666667,77.03211111111112,19.87534432846739,57.529833333333336,58.2305,0.0,0.0,8.0,0.0,5.0,-45.720000000000006,38.89,26.0,64.0
3183,69.59,35.22,38.82,58.5,0,1.0,69.59,45,0.0600180373136174,0,62.315333333333335,58.6245,60.12555555555556,20.204193844306293,67.58733333333333,71.59816666666667,77.10205555555557,19.94304615153511,57.133833333333335,58.6245,0.0,0.0,8.0,0.0,4.0,-17.28,25.580000000000005,26.0,64.0
3184,70.73,35.57,58.77,88.04,0,1.0,70.73,46,0.0633904859120147,0,64.47866666666667,58.252833333333335,60.26133333333334,19.7608043900354,69.07466666666667,71.70400000000001,77.06344444444444,20.014230970884984,56.517833333333336,58.252833333333335,0.0,0.0,8.0,0.0,3.0,6.3500000000000085,32.580000000000005,26.0,64.0
3185,35.5,57.29,43.1,55.98,0,1.0,35.5,47,0.0633904859120147,0,63.44333333333334,57.64216666666666,60.081722222222226,19.89009514950838,70.72333333333334,71.002,76.96072222222223,19.810339775831654,56.56483333333333,57.64216666666667,0.0,0.0,8.0,0.0,2.0,-42.12,-38.510000000000005,26.0,64.0
3186,50.19,67.37,46.0,89.28,0,1.0,50.19,48,0.0680320885141011,0,61.45733333333333,56.923,59.92605555555556,19.350252772842047,71.21000000000001,70.80566666666667,76.86294444444444,19.564241539238086,55.75833333333333,56.923,0.0,0.0,8.0,0.0,1.0,-11.780000000000001,14.979999999999997,26.0,64.0
3187,52.76,57.36,75.83,50.8,0,1.0,52.76,49,0.0680320885141011,0,58.784,56.87216666666667,59.87533333333333,19.35723112743411,67.322,69.91016666666665,76.74866666666667,19.22110161851754,56.32583333333333,56.872166666666665,0.0,0.0,8.0,0.0,0.0,-53.730000000000004,2.1899999999999977,26.0,64.0
3188,54.03,65.23,70.11,52.1,0,1.0,54.03,50,0.0680320885141011,0,60.038,56.45483333333333,59.76216666666667,19.139242452789688,66.9,69.31233333333334,76.48444444444443,19.20769367097963,56.184333333333335,56.45483333333333,0.0,0.0,8.0,0.0,0.0,-35.87,23.970000000000002,26.0,63.0
3189,54.22,20.51,64.87,44.44,0,1.0,54.22,51,0.0680320885141011,0,61.166000000000004,56.4105,59.8675,19.14132156542977,66.048,68.48133333333334,76.20911111111111,19.18686436846271,56.45083333333333,56.41049999999999,0.0,0.0,8.0,0.0,0.0,-49.86,-16.810000000000002,26.0,62.0
3190,77.22,21.16,65.61,88.66,0,1.0,77.22,52,0.0720670202788136,0,63.04600000000001,56.977,59.95866666666667,19.247309149372683,68.27866666666667,68.42216666666667,76.47133333333333,19.11780119011157,56.964333333333336,56.977,0.0,0.0,8.0,0.0,0.0,-3.549999999999997,17.199999999999996,26.0,63.0
3191,66.42,31.98,53.74,88.71,0,1.0,66.42,53,0.0782821245202492,0,62.98733333333333,57.08983333333333,59.917388888888894,19.28305530785123,69.798,68.56033333333333,76.52766666666668,19.235574296887318,56.99850000000001,57.08983333333334,0.0,0.0,8.0,0.0,0.0,8.289999999999992,31.510000000000005,26.0,64.0
3192,71.24,24.71,65.53,74.03,0,1.0,71.24,54,0.0782821245202492,0,64.47466666666666,57.477333333333334,60.121,19.330641336057024,69.17733333333334,68.76166666666667,76.58566666666667,19.228430765861077,57.46666666666667,57.477333333333334,0.0,0.0,8.0,0.0,0.0,12.079999999999998,36.87,26.0,64.0
3193,34.93,46.05,59.45,44.16,0,1.0,34.93,55,0.0782821245202492,0,60.29933333333334,57.15983333333334,59.889,19.54432185881372,66.03933333333333,68.52983333333333,76.38661111111111,19.44218979537919,57.932500000000005,57.15983333333334,0.0,0.0,8.0,0.0,0.0,-13.910000000000004,3.9499999999999993,26.0,64.0
3194,93.26,58.03,86.31,63.45,0,1.0,93.26,56,0.0820361825344324,0,60.29066666666667,57.62266666666667,60.07255555555556,20.066764821352738,66.02533333333334,68.0725,76.41138888888888,19.228864393079903,58.675,57.62266666666667,0.0,0.0,8.0,0.0,0.0,-27.439999999999998,48.870000000000005,27.0,64.0
3195,92.09,62.02,97.89,97.4,0,1.0,92.09,57,0.0866070697328041,0,62.495333333333335,58.471333333333334,60.335499999999996,20.43257647099203,69.06533333333333,68.54933333333334,76.62100000000001,19.598144833222186,59.100500000000004,58.471333333333334,0.0,0.0,8.0,0.0,0.0,28.61,0.3200000000000074,28.0,65.0
3196,41.1,48.79,48.63,28.2,0,1.0,41.1,58,0.0866070697328041,0,62.62466666666667,57.619166666666665,60.33383333333333,20.06365508141496,64.95066666666666,67.63566666666667,76.43433333333334,20.181267901801714,58.38166666666667,57.619166666666665,0.0,0.0,8.0,0.0,0.0,-54.81999999999999,-24.830000000000005,28.0,65.0
3197,98.48,40.3,89.9,95.34,0,1.0,98.48,59,0.0917928042454034,0,64.11733333333333,58.02316666666666,60.44827777777778,20.63977881333219,67.93933333333334,67.53966666666666,76.46733333333334,20.032535566995413,59.21716666666667,58.02316666666666,0.0,0.0,8.0,0.0,0.0,-5.759999999999991,61.07000000000001,29.0,65.0
3198,43.41,66.7,64.1,82.73,0,1.0,43.41,60,0.0917928042454034,0,62.37199999999999,57.482,60.28177777777778,20.589257590685317,69.55466666666666,67.14500000000001,76.33444444444444,19.479386801680636,58.95666666666667,57.482,0.0,0.0,8.0,0.0,0.0,-23.679999999999993,-10.46,29.0,64.0
3199,51.51,20.33,70.38,60.31,0,1.0,51.51,61,0.0917928042454034,0,61.09066666666667,56.801,60.25394444444444,20.085326771686436,67.706,67.15383333333334,76.31044444444444,19.476110276366104,58.538,56.801,0.0,0.0,8.0,0.0,0.0,0.5300000000000011,13.229999999999997,29.0,64.0
3200,53.87,69.85,50.42,49.39,0,1.0,53.87,62,0.0917928042454034,0,62.315333333333335,56.9685,60.200611111111115,20.017027397879477,67.26666666666667,66.52966666666667,76.06077777777779,19.434569493879387,58.282333333333334,56.9685,0.0,0.0,8.0,0.0,0.0,-37.45,2.8399999999999963,29.0,63.0
3201,51.56,41.34,39.28,74.97,0,1.0,51.56,63,0.0917928042454034,0,62.406666666666666,57.298,59.961,19.756561904974372,66.31266666666667,66.91850000000001,75.83633333333334,19.364878467236647,57.8935,57.298,0.0,0.0,8.0,0.0,0.0,23.33,-28.42,28.0,62.0
3202,31.38,68.15,45.4,75.61,0,1.0,31.38,64,0.0917928042454034,0,60.98133333333333,56.275,59.709722222222226,19.476356853148555,67.96666666666667,66.69683333333333,75.75744444444445,19.18415681892497,57.19783333333334,56.275,0.0,0.0,8.0,0.0,0.0,-13.299999999999997,-61.480000000000004,28.0,61.0
3203,66.27,31.85,36.89,57.03,0,1.0,66.27,65,0.0917928042454034,0,61.797333333333334,56.16116666666667,59.697500000000005,19.39614762481499,68.29533333333333,66.99683333333333,75.5906111111111,18.88254260490326,57.00033333333333,56.16116666666667,0.0,0.0,7.0,0.0,0.0,18.0,31.049999999999997,28.0,60.0
